TrialRows_Name,TrialRows_Proffession,Task,corrAns,StimFile,Name,Proffession,Letter1,Letter2,Letter3,Name_trials.thisRepN,Name_trials.thisTrialN,Name_trials.thisN,Name_trials.thisIndex,Encoding_Name.thisRepN,Encoding_Name.thisTrialN,Encoding_Name.thisN,Encoding_Name.thisIndex,ImmediateRecall_Name.thisRepN,ImmediateRecall_Name.thisTrialN,ImmediateRecall_Name.thisN,ImmediateRecall_Name.thisIndex,Proffession_trials.thisRepN,Proffession_trials.thisTrialN,Proffession_trials.thisN,Proffession_trials.thisIndex,Encoding_Proffession.thisRepN,Encoding_Proffession.thisTrialN,Encoding_Proffession.thisN,Encoding_Proffession.thisIndex,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Jitter,key_resp_1.keys,key_resp_1.rt,key_resp_1.started,key_resp_1.stopped,image.started,image.stopped,text_4.started,text_4.stopped,polygon_3.started,polygon_3.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,key_resp_ImmediateRecall.keys,key_resp_ImmediateRecall.rt,key_resp_ImmediateRecall.started,key_resp_ImmediateRecall.stopped,image_3.started,image_3.stopped,text_6.started,text_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12:18,42:48,encoding_name,3,Images_Faces/O48.jpg,Bertil,0,B.,P.,C.,0,0,0,2,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,139.34041289999732,None,None,139.34041289999732,None,1,1.5663873000012245,131.83184910001,None,131.83184910001,None,131.83184910001,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
12:18,42:48,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
6:12,36:42,encoding_name,3,Images_Faces/O39.jpg,Björn,0,B.,M.,H.,0,1,1,1,0,0,0,2,,,,,,,,,,,,,,,,,5.75,2,1.7085681000025943,139.87855950000812,None,139.87855950000812,None,139.87855950000812,None,149.60631520001334,None,None,149.60631520001334,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
6:12,36:42,encoding_name,3,Images_Faces/O41.jpg,Christian,0,C.,M.,G.,0,1,1,1,0,1,1,4,,,,,,,,,,,,,,,,,9.0,None,,150.12718430001405,None,150.12718430001405,None,150.12718430001405,None,163.12525599999935,None,None,163.12525599999935,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
6:12,36:42,encoding_name,2,Images_Faces/O40.jpg,Axel,0,A.,M.,G.,0,1,1,1,0,2,2,3,,,,,,,,,,,,,,,,,9.25,None,,163.62857140001142,None,163.62857140001142,None,163.62857140001142,None,176.8942401999957,None,None,176.8942401999957,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
6:12,36:42,encoding_name,1,Images_Faces/O42.jpg,Robert,0,R.,M.,G.,0,1,1,1,0,3,3,5,,,,,,,,,,,,,,,,,9.75,None,,177.3981358000019,None,177.3981358000019,None,177.3981358000019,None,191.16394420000142,None,None,191.16394420000142,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
6:12,36:42,encoding_name,1,Images_Faces/O38.jpg,Leif,0,L.,M.,H.,0,1,1,1,0,4,4,1,,,,,,,,,,,,,,,,,7.5,None,,191.6668767000083,None,191.6668767000083,None,191.6668767000083,None,203.18043999999645,None,None,203.18043999999645,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
6:12,36:42,encoding_name,2,Images_Faces/O37.jpg,Ulf,0,U.,M.,H.,0,1,1,1,0,5,5,0,,,,,,,,,,,,,,,,,6.0,None,,203.68321849999484,None,203.68321849999484,None,203.68321849999484,None,213.69467699999223,None,None,213.69467699999223,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
6:12,36:42,encoding_name,3,Images_Faces/O41.jpg,Christian,0,C.,M.,G.,0,1,1,1,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,224.21081489999779,None,None,224.21081489999779,None,None,,214.23281159999897,None,214.23281159999897,None,214.23281159999897,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
6:12,36:42,encoding_name,2,Images_Faces/O37.jpg,Ulf,0,U.,M.,H.,0,1,1,1,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,234.72539120001602,None,None,234.72539120001602,None,None,,224.7141682000074,None,224.7141682000074,None,224.7141682000074,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
6:12,36:42,encoding_name,3,Images_Faces/O39.jpg,Björn,0,B.,M.,H.,0,1,1,1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,245.23970689999987,None,None,245.23970689999987,None,None,,235.2280030999973,None,235.2280030999973,None,235.2280030999973,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
6:12,36:42,encoding_name,2,Images_Faces/O40.jpg,Axel,0,A.,M.,G.,0,1,1,1,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,255.75567790001514,None,None,255.75567790001514,None,2,1.1245335999992676,245.76087060000282,None,245.76087060000282,None,245.76087060000282,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
6:12,36:42,encoding_name,1,Images_Faces/O38.jpg,Leif,0,L.,M.,H.,0,1,1,1,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,266.2696477000136,None,None,266.2696477000136,None,None,,256.25817049999023,None,256.25817049999023,None,256.25817049999023,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
6:12,36:42,encoding_name,1,Images_Faces/O42.jpg,Robert,0,R.,M.,G.,0,1,1,1,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,276.7843519000162,None,None,276.7843519000162,None,None,,266.7727630000154,None,266.7727630000154,None,266.7727630000154,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
6:12,36:42,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
0:6,30:36,encoding_name,1,Images_Faces/O36.jpg,Jonas,0,J.,M.,I.,0,2,2,0,0,0,0,5,,,,,,,,,,,,,,,,,9.5,None,,277.3077409999969,None,277.3077409999969,None,277.3077409999969,None,290.80732300001546,None,None,290.80732300001546,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
0:6,30:36,encoding_name,3,Images_Faces/O35.jpg,Henrik,0,H.,L.,J.,0,2,2,0,0,1,1,4,,,,,,,,,,,,,,,,,6.25,None,,291.32812950000516,None,291.32812950000516,None,291.32812950000516,None,301.57355339999776,None,None,301.57355339999776,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
0:6,30:36,encoding_name,2,Images_Faces/O33.jpg,Mattias,0,M.,L.,J.,0,2,2,0,0,2,2,2,,,,,,,,,,,,,,,,,5.25,None,,302.07755570000154,None,302.07755570000154,None,302.07755570000154,None,311.3384156000102,None,None,311.3384156000102,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
0:6,30:36,encoding_name,3,Images_Faces/O31.jpg,Mohamed,0,M.,K.,J.,0,2,2,0,0,3,3,0,,,,,,,,,,,,,,,,,8.75,None,,311.84188880000147,None,311.84188880000147,None,311.84188880000147,None,324.60662179999053,None,None,324.60662179999053,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
0:6,30:36,encoding_name,1,Images_Faces/O32.jpg,John,0,J.,K.,J.,0,2,2,0,0,4,4,1,,,,,,,,,,,,,,,,,7.5,2,3.674920200021006,325.1097565999953,None,325.1097565999953,None,325.1097565999953,None,336.62331940000877,None,None,336.62331940000877,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
0:6,30:36,encoding_name,2,Images_Faces/O34.jpg,Mats,0,M.,L.,J.,0,2,2,0,0,5,5,3,,,,,,,,,,,,,,,,,7.75,None,,337.12676390001434,None,337.12676390001434,None,337.12676390001434,None,348.8900729000161,None,None,348.8900729000161,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
0:6,30:36,encoding_name,3,Images_Faces/O31.jpg,Mohamed,0,M.,K.,J.,0,2,2,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,361.15802629999234,None,None,361.15802629999234,None,None,,349.4280334000068,None,349.4280334000068,None,349.4280334000068,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
0:6,30:36,encoding_name,2,Images_Faces/O34.jpg,Mats,0,M.,L.,J.,0,2,2,0,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,373.4251316000009,None,None,373.4251316000009,None,None,,361.66172350000124,None,361.66172350000124,None,361.66172350000124,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
0:6,30:36,encoding_name,3,Images_Faces/O35.jpg,Henrik,0,H.,L.,J.,0,2,2,0,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,385.69210859999293,None,None,385.69210859999293,None,2,2.364006400021026,373.92753760001506,None,373.92753760001506,None,373.92753760001506,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
0:6,30:36,encoding_name,2,Images_Faces/O33.jpg,Mattias,0,M.,L.,J.,0,2,2,0,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,397.9585253999976,None,None,397.9585253999976,None,None,,386.1951546999917,None,386.1951546999917,None,386.1951546999917,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
0:6,30:36,encoding_name,1,Images_Faces/O36.jpg,Jonas,0,J.,M.,I.,0,2,2,0,,,,,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,410.2258650000149,None,None,410.2258650000149,None,None,,398.4612596000079,None,398.4612596000079,None,398.4612596000079,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
0:6,30:36,encoding_name,1,Images_Faces/O32.jpg,John,0,J.,K.,J.,0,2,2,0,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,422.49269449998974,None,None,422.49269449998974,None,None,,410.72888129999046,None,410.72888129999046,None,410.72888129999046,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
0:6,30:36,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
18:24,48:54,encoding_name,1,Images_Faces/O52.jpg,Håkan,0,H.,R.,B.,0,3,3,3,0,0,0,3,,,,,,,,,,,,,,,,,2.75,None,,423.0306361000112,None,423.0306361000112,None,423.0306361000112,None,429.7548531999928,None,None,429.7548531999928,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
18:24,48:54,encoding_name,3,Images_Faces/O54.jpg,Rickard,0,R.,S.,B.,0,3,3,3,0,1,1,5,,,,,,,,,,,,,,,,,7.75,None,,430.2773023000045,None,430.2773023000045,None,430.2773023000045,None,442.0240805000067,None,None,442.0240805000067,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
18:24,48:54,encoding_name,2,Images_Faces/O50.jpg,Patrik,0,P.,R.,C.,0,3,3,3,0,2,2,1,,,,,,,,,,,,,,,,,3.5,None,,442.5263874999946,None,442.5263874999946,None,442.5263874999946,None,450.03603300001123,None,None,450.03603300001123,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
18:24,48:54,encoding_name,1,Images_Faces/O53.jpg,Christoffer,0,C.,S.,B.,0,3,3,3,0,3,3,4,,,,,,,,,,,,,,,,,8.0,None,,450.55716940001,None,450.55716940001,None,450.55716940001,None,462.55420509999385,None,None,462.55420509999385,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
18:24,48:54,encoding_name,1,Images_Faces/O51.jpg,Ingemar,0,I.,R.,B.,0,3,3,3,0,4,4,2,,,,,,,,,,,,,,,,,5.25,None,,463.0576980999904,None,463.0576980999904,None,463.0576980999904,None,472.3182430000161,None,None,472.3182430000161,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
18:24,48:54,encoding_name,1,Images_Faces/O49.jpg,Arne,0,A.,P.,C.,0,3,3,3,0,5,5,0,,,,,,,,,,,,,,,,,4.5,None,,472.82100369999534,None,472.82100369999534,None,472.82100369999534,None,481.3317498000106,None,None,481.3317498000106,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
18:24,48:54,encoding_name,2,Images_Faces/O50.jpg,Patrik,0,P.,R.,C.,0,3,3,3,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,490.3459187000117,None,None,490.3459187000117,None,3,2.330633300007321,481.8525790999993,None,481.8525790999993,None,481.8525790999993,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
18:24,48:54,encoding_name,1,Images_Faces/O53.jpg,Christoffer,0,C.,S.,B.,0,3,3,3,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,499.3591706000152,None,None,499.3591706000152,None,None,,490.8488508000155,None,490.8488508000155,None,490.8488508000155,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
18:24,48:54,encoding_name,3,Images_Faces/O54.jpg,Rickard,0,R.,S.,B.,0,3,3,3,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,508.3730676000123,None,None,508.3730676000123,None,None,,499.88028410001425,None,499.88028410001425,None,499.88028410001425,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
18:24,48:54,encoding_name,1,Images_Faces/O49.jpg,Arne,0,A.,P.,C.,0,3,3,3,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,517.3865345999948,None,None,517.3865345999948,None,None,,508.8762979999883,None,508.8762979999883,None,508.8762979999883,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
18:24,48:54,encoding_name,1,Images_Faces/O52.jpg,Håkan,0,H.,R.,B.,0,3,3,3,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,526.399620000011,None,None,526.399620000011,None,None,,517.888886700006,None,517.888886700006,None,517.888886700006,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
18:24,48:54,encoding_name,1,Images_Faces/O51.jpg,Ingemar,0,I.,R.,B.,0,3,3,3,,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,535.4132915000082,None,None,535.4132915000082,None,1,2.495930999983102,526.9033963000111,None,526.9033963000111,None,526.9033963000111,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
18:24,48:54,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
24:30,54:60,encoding_name,2,Images_Faces/O55.jpg,Kjell,0,K.,S.,Å.,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,6.25,None,,535.9523449999979,None,535.9523449999979,None,535.9523449999979,None,546.1806049000006,None,None,546.1806049000006,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
24:30,54:60,encoding_name,3,Images_Faces/O56.jpg,William,0,W.,T.,A.,0,4,4,4,0,1,1,1,,,,,,,,,,,,,,,,,3.5,None,,546.6851385000045,None,546.6851385000045,None,546.6851385000045,None,554.1936782000121,None,None,554.1936782000121,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
24:30,54:60,encoding_name,1,Images_Faces/O59.jpg,Rolf,0,R.,W.,A.,0,4,4,4,0,2,2,4,,,,,,,,,,,,,,,,,7.25,None,,554.6969873000053,None,554.6969873000053,None,554.6969873000053,None,565.9600540999963,None,None,565.9600540999963,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
24:30,54:60,encoding_name,3,Images_Faces/O58.jpg,Stig,0,S.,V.,A.,0,4,4,4,0,3,3,3,,,,,,,,,,,,,,,,,3.75,None,,566.4637381999928,None,566.4637381999928,None,566.4637381999928,None,574.2228771999944,None,None,574.2228771999944,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
24:30,54:60,encoding_name,3,Images_Faces/O60.jpg,Wilhelm,0,W.,K.,A.,0,4,4,4,0,4,4,5,,,,,,,,,,,,,,,,,3.75,None,,574.7266651999962,None,574.7266651999962,None,574.7266651999962,None,582.4853421000007,None,None,582.4853421000007,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
24:30,54:60,encoding_name,1,Images_Faces/O57.jpg,Joakim,0,J.,U.,A.,0,4,4,4,0,5,5,2,,,,,,,,,,,,,,,,,8.75,None,,582.9889258999901,None,582.9889258999901,None,582.9889258999901,None,595.7534021000029,None,None,595.7534021000029,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
24:30,54:60,encoding_name,3,Images_Faces/O56.jpg,William,0,W.,T.,A.,0,4,4,4,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,609.0222396000172,None,None,609.0222396000172,None,3,2.715914400003385,596.2915243000025,None,596.2915243000025,None,596.2915243000025,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
24:30,54:60,encoding_name,3,Images_Faces/O58.jpg,Stig,0,S.,V.,A.,0,4,4,4,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,622.2916924000019,None,None,622.2916924000019,None,None,,609.5436112000025,None,609.5436112000025,None,609.5436112000025,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
24:30,54:60,encoding_name,1,Images_Faces/O57.jpg,Joakim,0,J.,U.,A.,0,4,4,4,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,635.5592156999919,None,None,635.5592156999919,None,None,,622.794564300013,None,622.794564300013,None,622.794564300013,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
24:30,54:60,encoding_name,3,Images_Faces/O60.jpg,Wilhelm,0,W.,K.,A.,0,4,4,4,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,648.8272061999887,None,None,648.8272061999887,None,None,,636.0621194000123,None,636.0621194000123,None,636.0621194000123,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
24:30,54:60,encoding_name,2,Images_Faces/O55.jpg,Kjell,0,K.,S.,Å.,0,4,4,4,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,662.0953388999915,None,None,662.0953388999915,None,None,,649.3306318999967,None,649.3306318999967,None,649.3306318999967,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
24:30,54:60,encoding_name,1,Images_Faces/O59.jpg,Rolf,0,R.,W.,A.,0,4,4,4,,,,,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,675.3634500000044,None,None,675.3634500000044,None,None,,662.5983686000109,None,662.5983686000109,None,662.5983686000109,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
24:30,54:60,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
